text,replies,retweets,likes,views,author_name,author_handle,publication_time
"""What if"" you were told for public health/safety reasons to stay at home for a couple weeks to several months? What tools would you need to work effectively from home; Remote working 101: Professional's Guide to the tools of the trade https://zd.net/2AbYtjj via 
@ZDNet
 & 
@gcnichs",,,,0,Severin Sorensen,@SevSorensen,2020-01-31T18:00:03.000Z
" Remote Job  JAVA DEVELOPER WORK FROM HOME ANYWHERE IN USA - https://remote.io/job/3038/java-developer-work-from-home-anywhere-in-usa…

#remotejobs #remotework #workfomehome #digitalnomad #jobs",,,,0,Remote.io,@remoteio_jobs,2020-01-31T18:00:03.000Z
Working from home? We look into the 5 best tips for remote workers,,2,,0,Bubble Jobs,@BubbleJobs,2020-01-31T18:00:03.000Z
" Work from home as a Growth Marketer & Data Analyst @ Mammoth Growth!
 #remote #job #remotework #product https://positionremote.com/job/298-growth-marketer-data-analyst…",,,,0,Position Remote Jobs,@positionremote,2020-01-31T18:00:03.000Z
"Have you been offered remote working by your employer? It can be a great tool but how do you keep productive when working from home? Here are 
@ScribaPR
 top tips for remote workers. https://buff.ly/2siCczH",,1,1,0,MMB Magazine HQ,@MMBMagazineUK,2020-01-31T18:00:03.000Z
" Remote Job  Bookkeeper - Administrator - WORK FROM HOME - https://remote.io/job/3050/bookkeeper-administrator-work-from-home…

#remotejobs #remotework #workfomehome #digitalnomad #jobs",,,,0,Remote.io,@remoteio_jobs,2020-01-31T18:00:03.000Z
"FLEXJOBS IN 
@payscale
  “FlexJobs, which offers remote and flexible job listings for a monthly fee, recently released its 7th annual list of the Top 100 Companies with #RemoteJobs. The employers on the list come from a wide range of industries.” #fjtop100 https://buff.ly/38N4mSZ",,,5,0,0pSec,@OpSecCllorud,2020-01-31T18:00:03.000Z
" Work from home as a Software Engineer, Service Reliability @ Doximity!
 #remote #job #remotework #devops #sysadmin https://positionremote.com/job/199-software-engineer-service-reliability…",,,,0,Position Remote Jobs,@positionremote,2020-01-31T18:00:03.000Z
" Remote Job  Online Customer Service Rep - Work From Home - https://remote.io/job/3037/online-customer-service-rep-work-from-home…

#remotejobs #remotework #workfomehome #digitalnomad #jobs",,,,0,Remote.io,@remoteio_jobs,2020-01-31T18:00:03.000Z
"The U.S. is working on a vaccine for the 2019 coronavirus infection, but Chinese authorities have turned down repeated offers from the CDC to help respond to an outbreak that has killed at least 106 people, top federal health officials said",3,20,18,0,The Daily Beast,@thedailybeast,2020-01-31T18:00:03.000Z
"5. Omni-Channel Work: 

The future of work is flagship offices paired w/ remote work environments. 

As 
@wquist
 said:

Employers will create digital first work experiences, but with a physical footprint that has the same opex benefits for employers that it does for retail",2,58,400,0,Jeff Morris Jr.,@jmj,2020-01-31T18:00:03.000Z
" GovPredict let you work from home, take a look at their Product Manager position.
 #remote #job #remotework #product https://positionremote.com/job/361-product-manager…",,,,0,Position Remote Jobs,@positionremote,2020-01-31T18:00:03.000Z
"Something that has come up in conversation that I think isn't being looked at re #CoronavirusOutbreak...

People are being told to work from home in China

Health comes first & not spreading the virus is key. 

But it is also a big unintended experiment in remote working.",2,3,11,0,Paul Johnston non-exec/advisory,,2020-01-31T18:00:03.000Z
" http://Files.com let you work from home, take a look at their Senior Infrastructure Engineer position.
 #remote #job #remotework #devops #sysadmin https://positionremote.com/job/635-senior-infrastructure-engineer…",,,,0,Position Remote Jobs,@positionremote,2020-01-31T18:00:03.000Z
"China-2019-nCov: Hong Kong U computer models estimate 44,000 have been infected in Wuhan,with > 25,000 now showing symptoms.Calls for ""draconian"" measures to close schools,public gatherings&work from home arrangements for Hong Kong https://flutrackers.com/forum/forum/-2019-ncov-new-coronavirus/china-2019-ncov/824791-china-2019ncov-outbreak-news-and-information-week-5-january-26-february-1-2020?p=825174#post825174… 
@PenguinSix
 @gmleunghku",1,18,13,0,FluTrackers.com,@FluTrackers,2020-01-31T18:00:03.000Z
" Remote Job  REGULATORY AFFAIRS MANAGER - 100% WORK FROM HOME/Full Time Employment - https://remote.io/job/3067/regulatory-affairs-manager-100-work-from-homefull-time-employment…

#remotejobs #remotework #workfomehome #digitalnomad #jobs",,,,0,Remote.io,@remoteio_jobs,2020-01-31T18:00:03.000Z
"I'm so excited to announce that my work-from-home shop is finally live!  

I can't wait to see the impact that it makes on your remote job search!   http://bit.ly/2taSkDS",,2,5,0,Holly Reisem Hanna,@TheWAHWoman,2020-01-31T18:00:03.000Z
"Who else considers the ability to work remotely a major perk to working in #webdevelopment? Right now, it's not even possible to do my work from home. Not that I necessarily need to be 100% remote, but at least having that flexibility would be wonderful #careerchange #LearnToCode",5,1,40,0,Em Learns to Code,@EmLearnsToCode,2020-01-31T18:00:03.000Z
Working from home today holla at me  friday remote days it’s a vibe,,,4,0,Kanika Tolver,@KanikaTolver,2020-01-31T18:00:03.000Z
"An increasing number of Americans choose to work from home instead of commuting to the office. With all the benefits and flexibility working remote can provide, it may also lead to increased isolation, loneliness, and even depression. http://ow.ly/RwPl50y7oHF",1,2,10,0,The Chicago School,@Chicago_School_,2020-01-31T18:00:03.000Z
"Breaking: 
@theheraldsun
 understands revised travel advice will be issued this afternoon. Health Minister Greg Hunt expected to ask people who had travelled from Wuhan/Hubei to stay at home from work or school for two weeks. More soon. #coronavirus",5,19,13,0,Tamsin Rose,@tamsinroses,2020-01-31T18:00:03.000Z
" Mammoth Growth let you work from home, take a look at their Growth Marketer & Data Analyst position.
 #remote #job #remotework #product https://positionremote.com/job/298-growth-marketer-data-analyst…",,,,0,Position Remote Jobs,@positionremote,2020-01-31T18:00:03.000Z
" Remote Job  Medical Writer - Regulatory - 100% WORK FROM HOME/Full Time Employment - https://remote.io/job/3075/medical-writer-regulatory-100-work-from-homefull-time-employment…

#remotejobs #remotework #workfomehome #digitalnomad #jobs",,,1,0,Remote.io,@remoteio_jobs,2020-01-31T18:00:03.000Z
"Private: WordPress Full Stack web developer (Remote, Work from home)

http://zpr.io/tKnHi",,,,0,WFH.io,@wfhio,2020-01-31T18:00:03.000Z
China coronavirus: Hong Kong government asks civil servants to work from home after Lunar New Year holiday to minimise spread of infection,3,20,21,0,South China Morning Post,@SCMPNews,2020-01-29T05:15:04.000Z
"I do this too. Every weekday has large blocks of ""June time"" (June being my daughter). Essentially spanning the time between coming home from daycare until she's sleeping. 

I also bring her to daycare every morning.

Working on bringing that flexibility to everyone 
@remote",,1,14,0,Job,@Jobvo,2020-01-29T05:15:04.000Z
"While we love seeing members of #TeamMarkon at our Falls Church HQ, many employees work remote some or all of the time. So, check out these quick tips for working from home (or anywhere else): https://hubs.ly/H0lhXjT0 by 
@PamelaBump
#workfromhome #WFH #markonmagic",,,3,0,Markon,@markoninc,2020-01-29T05:15:04.000Z
"Iyaap, denger dari radio juga waktu itu sekitar Q4 2019, PNS nanti akan ada uji coba gitu Work From Home(WFH)/Remote Working",1,,1,0,M Izzan Nuruddin,@IzzanNurdin,2020-01-29T05:15:04.000Z
"#coronavirus is another case for the benefits of remote work. Do you commute to work, or do you work from home? What do you think about the current situation? How is your community affected?",,,3,0,SOAI.world,@soaiworld,2020-01-29T05:15:04.000Z
"Everyone work from home this week gives people a misleading take on what it's like to be remote, being the face on the big screen outside the circle of people at a table. Far better to do rolling one person work from home this week if you really want the experiment to be worth it",1,1,4,0,James Kebinger,@monkeyatlarge,2020-01-29T05:15:04.000Z
"Google has confirmed it is temporarily shutting down all its offices in the country, meanwhile, Apple has shut down one store in China. Facebook and Microsoft have also advised its China-based employees to work from home. #Coronavirus #Wellbeing 
https://okt.to/Npotu0",,,3,0,HR Grapevine News,@HRGrapevine,2020-01-29T05:15:04.000Z
BREAKING: China coronavirus: Hong Kong government asks civil servants to work from home after Lunar New Year holiday and urges private sector to enforce similar arrangements,3,21,14,0,Denise Tsang,@denise_tsang,2020-01-29T05:15:04.000Z
"JUST IN: University of Maryland says it is suspending its education abroad program in China for the spring semester. Says it will help students find other ""academic options.""
UMD joins American University, which is working to bring 9 students home from Beijing. #coronavirus",1,9,5,0,Tom Roussey,@tomroussey7news,2020-01-29T05:15:04.000Z
"New Job - Private: WordPress Full Stack web developer (Remote, Work from home) https://remote.jobs/programming/19366/… #remotejobs #remotework #workathome",1,,,0,Remote Jobs,@remotedotjobs,2020-01-29T05:15:04.000Z
"Even the clearest work-from-home policy can't fix this particular problem 
@c_albertdeitch",,7,20,0,Inc.,@Inc,2020-01-29T05:15:04.000Z
"In other news,  God forbid Coronavirus comes here and afflicts those under or un- insured. They won't get medical attn early. They won't stay home from work, because they can't. By the time they are really sick, it will have already spread..

Happy Friday y'all.

#coronarovirus",4,3,4,0,MomsThoughts™,@MomsThoughts,2020-01-29T05:15:04.000Z
"Facebook asking its staff in China to work from home, also asking staff recently returning from China to work from home amid coronavirus concerns, company source confirms",,6,9,0,Donie O'Sullivan,@donie,2020-01-29T05:15:04.000Z
"We miss out on occasional breakfast  runs for everyone, but the perks of a #remotework, work-from-home lifestyle are plenty—and it's more possible than ever to do. Here's how the Ars Orbital HQ works: https://trib.al/qlVXkSA",,4,12,0,Ars Technica,@arstechnica,2020-01-29T05:15:04.000Z
"Home early from work, boys at football, spare hour. Using voice remote I asked my new smart tv to find “Sex Education” the answer back was somewhat surprising. *automated ladies voice* “That is a human thing, you could bake cookies instead.” I feel I‘ve been told off!",4,1,17,0,C.E.A. Forster,@cea_forster,2020-01-29T05:15:04.000Z
"The death toll from a coronavirus outbreak in China rose to 81 on Monday, as the government extended the Lunar New Year holiday and more big businesses shut down or told staff to work from home in an effort to curb the spread. https://myrepublica.nagariknetwork.com/news/china-extends-holiday-businesses-shut-as-virus-toll-rises-to-81/…",,,3,0,República,@RepublicaNepal,2020-01-29T05:15:04.000Z
"Work-From-Home Job! High-Pay + FREE Laptop  | Work-At-Home Jobs January... https://youtu.be/ZlI4Fn1r4v0 via 
@YouTube
 Looking for more work from home jobs?
https://remoteworklife.co
#workfromhome #onlinejobs #remotejobs #jobs #nowhiring",,,,0,Remote Work Life,@RemoteWorkLife1,2020-01-29T05:15:04.000Z
" Work-From-Home Job! (High-Pay + Flexible Hours) | Work-At-Home Jobs Ja... https://youtu.be/OncS-kgoC10 via 
@YouTube
 Looking for more work from home jobs?
https://remoteworklife.co
#workfromhome #onlinejobs #remotejobs #jobs #nowhiring",,,,0,Remote Work Life,@RemoteWorkLife1,2020-01-29T05:15:04.000Z
"Volkswagen employees in Beijing to work from home for 2 weeks due to coronavirus – reports

http://sptnkne.ws/BkGC",,7,7,0,Sputnik,@SputnikInt,2020-01-29T05:15:04.000Z
" Work-From-Home Job Hiring! (Training Starts Soon!) | Work-At-Home Jobs... https://youtu.be/HHm9pO5ge3A via 
@YouTube
 Looking for more work from home jobs?
https://remoteworklife.co
#workfromhome #onlinejobs #remotejobs #jobs #nowhiring",1,,,0,Remote Work Life,@RemoteWorkLife1,2020-01-29T05:15:04.000Z
" Work-From-Home Job! (Flexible + Entry Level!) | Work-At-Home Jobs Janu... https://youtu.be/HYO80p1SL4M via 
@YouTube
 Looking for more work from home jobs?
https://remoteworklife.co
#workfromhome #onlinejobs #remotejobs #jobs #nowhiring",1,,,0,Remote Work Life,@RemoteWorkLife1,2020-01-29T05:15:04.000Z
