Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,price_z,price_bin_q4
788,60.0,RL,76.0,10142.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,Ex,Y,SBrkr,956.0,1128.0,0.0,2084.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,0.0,NA,BuiltIn,2004.0,RFn,2.0,618.0,TA,TA,Y,0.0,45.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,1.0,2010.0,WD,Normal,233000,0.6557780355992833,High
789,20.0,RM,50.0,6000.0,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4.0,7.0,1954.0,2000.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Ex,Y,SBrkr,901.0,0.0,0.0,901.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Detchd,1954.0,Unf,1.0,281.0,Fa,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8.0,2008.0,WD,Normal,107900,-0.9194853302959611,Low
790,60.0,RL,69.0,12205.0,Pave,NA,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6.0,8.0,1966.0,2007.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,0.0,264.0,832.0,GasA,Gd,Y,SBrkr,976.0,1111.0,0.0,2087.0,0.0,0.0,2.0,1.0,5.0,1.0,Gd,9.0,Typ,0.0,NA,Attchd,1966.0,Fin,2.0,444.0,TA,TA,Y,133.0,168.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2007.0,WD,Normal,187500,0.08284052042555327,MidHigh
791,120.0,RL,43.0,3182.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145.0,0.0,0.0,1145.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,397.0,TA,TA,Y,100.0,16.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,9.0,2009.0,WD,Normal,160200,-0.2609219886786847,MidLow
792,80.0,RL,69.0,11333.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6.0,5.0,1976.0,1976.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539.0,Unf,0.0,490.0,1029.0,GasA,TA,Y,SBrkr,1062.0,0.0,0.0,1062.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,2.0,TA,Attchd,1976.0,RFn,2.0,539.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2007.0,WD,Normal,146800,-0.4296552349056733,MidLow
793,60.0,RL,92.0,9920.0,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,5.0,1996.0,1997.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862.0,Unf,0.0,255.0,1117.0,GasA,Ex,Y,SBrkr,1127.0,886.0,0.0,2013.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1997.0,Unf,2.0,455.0,TA,TA,Y,180.0,130.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2007.0,WD,Normal,269790,1.1190389407254706,High
794,20.0,RL,76.0,9158.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1496.0,1496.0,GasA,Ex,Y,SBrkr,1496.0,0.0,0.0,1496.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,2007.0,Fin,2.0,474.0,TA,TA,Y,168.0,130.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2007.0,New,Partial,225000,0.555041769195111,High
795,60.0,RL,69.0,10832.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,1994.0,1996.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,712.0,712.0,GasA,Ex,Y,SBrkr,1086.0,809.0,0.0,1895.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1994.0,Fin,2.0,409.0,TA,TA,Y,143.0,46.0,0.0,0.0,0.0,0.0,NA,NA,Shed,500.0,10.0,2008.0,WD,Normal,194500,0.17098475352920403,MidHigh
796,60.0,RL,70.0,8400.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,6.0,1980.0,1981.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,650.0,650.0,GasA,TA,Y,SBrkr,888.0,676.0,0.0,1564.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1980.0,Unf,2.0,476.0,TA,TA,Y,0.0,50.0,0.0,0.0,204.0,0.0,NA,MnPrv,NA,0.0,4.0,2010.0,WD,Normal,171000,-0.1249280290330521,MidHigh
797,20.0,RL,71.0,8197.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,1285.0,0.0,0.0,1285.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1977.0,RFn,2.0,528.0,TA,TA,Y,138.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,4.0,2007.0,WD,Normal,143500,-0.4712089447973944,MidLow
798,20.0,RL,57.0,7677.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1953.0,1953.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,203.0,773.0,GasA,Gd,Y,SBrkr,773.0,0.0,0.0,773.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Attchd,1953.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4.0,2008.0,WD,Abnorml,110000,-0.8930420603648659,Low
799,60.0,RL,104.0,13518.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.0,5.0,2008.0,2009.0,Hip,CompShg,VinylSd,VinylSd,Stone,791.2800000000007,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1797.0500000000004,1926.0,GasA,Ex,Y,SBrkr,1966.0,1174.0,0.0,3123.4800000000023,0.0,0.0,3.0,1.0,4.0,1.0,Ex,11.0,Typ,2.0,Gd,BuiltIn,2009.0,Fin,3.0,820.0,TA,TA,Y,144.0,78.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2009.0,New,Partial,485000,3.8289704273307112,High
800,50.0,RL,60.0,7200.0,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5.0,7.0,1937.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569.0,Unf,0.0,162.0,731.0,GasA,Ex,Y,SBrkr,981.0,787.0,0.0,1768.0,1.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,2.0,TA,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,261.0500000000004,0.0,0.0,0.0,NA,MnPrv,NA,0.0,6.0,2007.0,WD,Normal,175000,-0.07455989583096595,MidHigh
801,60.0,RL,79.0,12798.0,Pave,NA,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6.0,5.0,1997.0,1997.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462.0,Unf,0.0,154.0,616.0,GasA,Gd,Y,SBrkr,616.0,1072.0,0.0,1688.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,0.0,NA,Attchd,1997.0,RFn,2.0,603.0,TA,TA,Y,403.0,114.0,185.0,0.0,0.0,0.0,NA,NA,Shed,400.0,5.0,2008.0,WD,Normal,200000,0.2402409366820725,MidHigh
802,30.0,RM,40.0,4800.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4.0,7.0,1916.0,1990.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197.0,Unf,0.0,999.0,1196.0,GasA,Ex,Y,FuseA,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1957.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2007.0,WD,Normal,109900,-0.894301263694918,Low
803,60.0,RL,63.0,8199.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648.0,Unf,0.0,80.0,728.0,GasA,Ex,Y,SBrkr,728.0,728.0,0.0,1456.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,410.0,TA,TA,Y,36.0,18.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10.0,2008.0,WD,Normal,189000,0.10172857037633558,MidHigh
804,60.0,RL,107.0,13891.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.0,5.0,2008.0,2009.0,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1734.0,1734.0,GasA,Ex,Y,SBrkr,1734.0,1088.0,0.0,2822.0,0.0,0.0,3.0,1.0,4.0,1.0,Ex,11.0,Typ,1.0,Gd,BuiltIn,2009.0,RFn,3.0,1002.7900000000016,TA,TA,Y,52.0,170.0,0.0,0.0,192.0,0.0,NA,NA,NA,0.0,1.0,2009.0,New,Partial,582933,5.062146024550687,High
805,20.0,RL,75.0,9000.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1954.0,1954.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812.0,Unf,0.0,124.0,936.0,GasA,TA,Y,SBrkr,1128.0,0.0,0.0,1128.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Min1,0.0,NA,Attchd,1954.0,Unf,1.0,286.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,6.0,2006.0,WD,Family,118000,-0.7923057939606936,Low
806,20.0,RL,91.0,12274.0,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1417.0,1417.0,GasA,Ex,Y,SBrkr,1428.0,0.0,0.0,1428.0,0.0,0.0,2.0,0.0,3.0,1.0,Ex,6.0,Typ,0.0,NA,Attchd,2008.0,RFn,2.0,554.0,TA,TA,Y,0.0,60.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2008.0,New,Partial,227680,0.5887884184405087,High
807,80.0,RL,75.0,9750.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5.0,5.0,1967.0,1967.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400.0,Rec,480.0,100.0,980.0,GasA,Gd,Y,SBrkr,980.0,0.0,0.0,980.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1967.0,Fin,1.0,384.0,TA,TA,Y,68.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10.0,2006.0,WD,Normal,135500,-0.5719452112015667,MidLow
808,70.0,RL,137.41000000000008,21384.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5.0,6.0,1923.0,2004.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309.0,Unf,0.0,15.0,1324.0,GasA,Ex,Y,SBrkr,1072.0,504.0,0.0,1576.0,2.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1923.0,RFn,2.0,528.0,TA,TA,Y,0.0,285.82000000000016,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2009.0,WD,Normal,223500,0.5361537192443286,High
809,80.0,RL,85.0,13400.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5.0,5.0,1966.0,1966.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,791.2800000000007,TA,TA,CBlock,TA,TA,Av,ALQ,516.0,BLQ,128.0,380.0,1024.0,GasA,TA,Y,SBrkr,1086.0,0.0,0.0,1086.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1966.0,RFn,2.0,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,6.0,2006.0,WD,Normal,159950,-0.2640699970038151,MidLow
810,75.0,RM,90.0,8100.0,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5.0,5.0,1899.18,1965.0,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,849.0,849.0,GasA,TA,N,FuseA,1075.0,1063.0,0.0,2138.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,11.0,Typ,0.0,NA,Detchd,1910.0,Unf,2.0,360.0,Fa,Po,N,40.0,156.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,11.0,2009.0,WD,Normal,106000,-0.9434101935669521,Low
811,20.0,RL,78.0,10140.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1974.0,1999.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663.0,LwQ,377.0,0.0,1040.0,GasA,Fa,Y,SBrkr,1309.0,0.0,0.0,1309.0,1.0,0.0,1.0,1.0,3.0,1.0,Gd,5.0,Typ,1.0,Fa,Attchd,1974.0,RFn,2.0,484.0,TA,TA,Y,265.0,0.0,0.0,0.0,0.0,0.0,Fa,GdPrv,NA,0.0,1.0,2006.0,WD,Normal,181000,0.0009923039721632817,MidHigh
812,120.0,RM,69.0,4438.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,4.0,Typ,1.0,Gd,Attchd,2004.0,Fin,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2008.0,ConLD,Normal,144500,-0.45861691149687284,MidLow
813,20.0,C (all),66.0,8712.0,Grvl,NA,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5.0,5.0,1952.0,1952.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,540.0,540.0,GasA,TA,N,FuseA,1044.0,0.0,0.0,1044.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,4.0,Typ,0.0,NA,Basment,1952.0,Unf,2.0,504.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,Shed,54.0,6.0,2010.0,WD,Alloca,55993,-1.5731000028261326,Low
814,20.0,RL,75.0,9750.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1958.0,1958.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608.0,Unf,0.0,834.0,1442.0,GasA,Gd,Y,SBrkr,1442.0,0.0,0.0,1442.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,NA,Attchd,1958.0,RFn,1.0,301.0,TA,TA,Y,0.0,0.0,261.0500000000004,0.0,0.0,0.0,NA,NA,Shed,500.0,4.0,2007.0,COD,Normal,157900,-0.28988366526988424,MidLow
815,50.0,RL,45.0,8248.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1918.0,1950.0,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasW,Gd,Y,SBrkr,686.0,564.0,0.0,1250.0,0.0,1.0,1.0,1.0,3.0,1.0,Fa,7.0,Typ,0.0,NA,Detchd,1955.0,Unf,1.0,280.0,TA,TA,P,207.0,0.0,96.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2006.0,WD,Normal,116000,-0.8174898605617367,Low
816,20.0,RL,48.0,12137.0,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1998.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1649.0,1649.0,GasA,Ex,Y,SBrkr,1661.0,0.0,0.0,1661.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,1998.0,RFn,2.0,598.0,TA,TA,Y,0.0,34.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2010.0,WD,Normal,224900,0.5537825658650588,High
817,20.0,RL,69.0,11425.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1954.0,1954.0,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,522.0,1008.0,GasA,Gd,Y,SBrkr,1008.0,0.0,0.0,1008.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,1.0,Gd,Attchd,1954.0,RFn,1.0,275.0,TA,TA,Y,0.0,0.0,120.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2006.0,WD,Normal,137000,-0.5530571612507844,MidLow
818,20.0,RL,69.0,13265.0,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8.0,5.0,2002.0,2002.0,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218.0,Unf,0.0,350.0,1568.0,GasA,Ex,Y,SBrkr,1689.0,0.0,0.0,1689.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,2.0,Gd,Attchd,2002.0,RFn,3.0,857.0,TA,TA,Y,150.0,59.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2008.0,WD,Normal,271000,1.1342753010191018,High
819,80.0,RL,80.0,8816.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6.0,7.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504.0,Unf,0.0,506.0,1010.0,GasA,Gd,Y,SBrkr,1052.0,0.0,0.0,1052.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1971.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,6.0,2010.0,WD,Normal,155000,-0.3264005618413967,MidLow
820,120.0,RL,44.0,6371.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733.0,Unf,0.0,625.0,1358.0,GasA,Ex,Y,SBrkr,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2009.0,RFn,2.0,484.0,TA,TA,Y,192.0,35.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2010.0,New,Partial,224000,0.5424497358945894,High
821,60.0,RL,72.0,7226.0,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Ex,Y,SBrkr,798.0,842.0,0.0,1640.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2003.0,RFn,2.0,595.0,TA,TA,Y,0.0,45.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2008.0,WD,Normal,183000,0.02617637057320636,MidHigh
822,20.0,RM,60.0,6000.0,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4.0,4.0,1953.0,1953.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,N,SBrkr,936.0,0.0,0.0,936.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Min2,0.0,NA,Detchd,1974.0,Unf,2.0,576.0,TA,TA,Y,0.0,32.0,112.0,0.0,0.0,0.0,NA,NA,NA,0.0,2.0,2009.0,WD,Normal,93000,-1.1071066264737321,Low
823,60.0,RL,69.0,12394.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847.0,886.0,0.0,1733.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,BuiltIn,2003.0,Fin,2.0,433.0,TA,TA,Y,100.0,48.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10.0,2007.0,WD,Family,225000,0.555041769195111,High
824,50.0,RL,60.0,9900.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1940.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,778.0,778.0,GasA,TA,Y,SBrkr,944.0,545.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,335.0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,7.0,2009.0,WD,Normal,139500,-0.5215770779994805,MidLow
825,20.0,FV,81.0,11216.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1489.0,1489.0,GasA,Ex,Y,SBrkr,1489.0,0.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2006.0,RFn,2.0,776.0,TA,TA,Y,0.0,140.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2006.0,New,Partial,232600,0.6507412222790746,High
826,20.0,RL,114.0,14803.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10.0,5.0,2007.0,2008.0,Hip,CompShg,CemntBd,CmentBd,BrkFace,791.2800000000007,Ex,TA,PConc,Ex,TA,Av,GLQ,1572.41,Unf,0.0,442.0,2078.0,GasA,Ex,Y,SBrkr,2084.0,0.0,0.0,2084.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,7.0,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,1002.7900000000016,TA,TA,Y,188.0,45.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2008.0,New,Partial,385000,2.569767097278557,High
